coding_interest,writing_interest,design_interest,law_interest,medical_interest,math_comfort,empathy,public_speaking,problem_solving,creativity,biology_interest,portfolio_preference,work_environment,subject_preference,top1,top2,top3
0,0,1,0,0,7,10,5,7,4,3,7,0,Science,Product Designer,Psychiatrist,Data Scientist
0,0,1,0,0,5,3,8,10,6,5,7,0,Science,Product Designer,Radiologist,Marketing Manager
0,0,1,0,0,4,10,8,9,8,1,7,1,Commerce,Product Designer,Fashion Designer,Neurologist
0,0,1,0,0,3,7,10,6,10,1,5,1,Commerce,Product Designer,Public Prosecutor,Radiologist
0,0,1,0,0,5,5,7,5,10,10,6,1,Science,Product Designer,Content Writer,Pharmacist
0,0,1,0,0,4,6,8,7,3,6,4,0,Arts,Product Designer,Graphic Designer,AI Engineer
0,0,1,0,0,3,9,6,9,10,5,5,0,Arts,Product Designer,Accountant,Psychiatrist
0,0,1,0,0,4,3,3,10,9,6,5,1,Commerce,Product Designer,Author,Nurse
0,0,1,0,0,8,4,8,9,10,2,4,1,Commerce,Product Designer,Copywriter,Editor
0,0,1,0,0,6,7,3,8,4,7,7,1,Arts,Product Designer,Software Engineer,Legal Advisor
0,0,1,0,0,10,4,5,10,3,1,4,1,Arts,Product Designer,Legal Advisor,Product Designer
0,0,1,0,0,8,9,8,6,7,7,8,1,Arts,Product Designer,Psychiatrist,Dentist
0,0,1,0,0,4,8,3,10,5,10,3,0,Commerce,Product Designer,Legal Advisor,Nurse
0,0,1,0,0,10,6,9,10,7,5,10,1,Commerce,Product Designer,Doctor,UI/UX Designer
0,0,1,0,0,5,10,4,9,9,4,4,0,Arts,Product Designer,Pharmacist,Data Scientist
0,0,1,0,0,3,5,7,6,7,1,6,1,Commerce,Product Designer,Neurologist,Cardiologist
0,0,1,0,0,5,5,6,5,7,1,3,0,Science,Product Designer,Editor,Doctor
0,0,1,0,0,9,8,10,9,8,4,7,0,Arts,Product Designer,Nurse,Corporate Lawyer
0,0,1,0,0,3,10,8,3,7,10,9,1,Science,Product Designer,Doctor,Psychiatrist
0,0,1,0,0,6,4,4,9,8,2,3,1,Commerce,Product Designer,Animator,Physiotherapist
0,0,1,0,0,6,9,9,8,8,1,5,0,Arts,Product Designer,Data Scientist,Entrepreneur
0,0,1,0,0,7,10,6,6,7,5,7,1,Arts,Product Designer,Data Scientist,Accountant
0,0,1,0,0,4,7,9,5,9,5,3,1,Arts,Product Designer,Legal Advisor,Physiotherapist
0,0,1,0,0,7,4,10,7,9,6,9,1,Science,Product Designer,Data Scientist,Judge
0,0,1,0,0,9,6,6,8,9,5,4,0,Commerce,Animator,Content Writer,Cloud Engineer
0,0,1,0,0,5,3,7,6,6,3,7,1,Arts,Animator,Legal Advisor,Copywriter
0,0,1,0,0,4,3,10,3,5,3,4,1,Commerce,Animator,Physiotherapist,Cardiologist
0,0,1,0,0,5,8,4,3,3,1,4,1,Science,Animator,Animator,Surgeon
0,0,1,0,0,7,4,6,5,8,4,6,0,Commerce,Animator,Judge,Doctor
0,0,1,0,0,8,4,3,4,6,1,2,1,Arts,Animator,Animator,Graphic Designer
0,0,1,0,0,6,10,6,7,7,2,4,0,Science,Animator,Editor,Animator
0,0,1,0,0,10,3,7,10,7,5,5,0,Commerce,Animator,Legal Advisor,Product Designer
0,0,1,0,0,4,10,7,3,9,10,10,1,Commerce,Animator,Cloud Engineer,Accountant
0,0,1,0,0,4,8,7,3,7,9,5,0,Arts,Animator,Marketing Manager,Author
0,0,1,0,0,10,5,6,5,10,1,8,0,Science,Animator,Public Prosecutor,Neurologist
0,0,1,0,0,4,6,10,6,8,9,9,1,Commerce,Animator,Corporate Lawyer,Surgeon
0,0,1,0,0,3,4,5,3,10,4,3,1,Science,Animator,Editor,Nurse
0,0,1,0,0,10,7,5,9,4,6,8,0,Science,Animator,AI Engineer,Dentist
0,0,1,0,0,6,3,4,6,9,9,1,0,Science,Animator,Judge,Legal Advisor
0,0,1,0,0,6,7,7,4,3,9,5,1,Arts,Animator,Surgeon,UI/UX Designer
0,0,1,0,0,8,3,4,8,6,7,8,1,Commerce,Animator,Web Developer,Author
0,0,1,0,0,9,8,5,4,3,5,10,1,Arts,Animator,Graphic Designer,Editor
0,0,1,0,0,8,9,10,9,10,7,9,1,Science,Animator,Fashion Designer,Software Engineer
0,0,1,0,0,9,6,6,3,5,4,4,0,Arts,Animator,Surgeon,Psychiatrist
0,0,1,0,0,4,6,8,6,6,8,6,1,Arts,Animator,Software Engineer,Corporate Lawyer
0,0,1,0,0,10,10,8,5,8,1,1,0,Science,Animator,Product Designer,Cloud Engineer
0,0,1,0,0,5,9,6,10,8,10,4,1,Arts,Animator,Nurse,Product Designer
0,0,1,0,0,3,5,6,8,3,1,7,1,Science,Animator,Manager,Fashion Designer
0,0,1,0,0,4,5,8,10,6,1,1,1,Science,Animator,Public Prosecutor,Lawyer
0,0,1,0,0,8,9,6,3,8,6,9,1,Commerce,Animator,Accountant,Corporate Lawyer
0,0,1,0,0,10,8,6,7,5,9,2,0,Arts,Animator,Business Analyst,UI/UX Designer
0,0,1,0,0,5,3,9,8,5,7,3,1,Arts,Animator,Cardiologist,Business Analyst
0,0,1,0,0,8,7,8,9,6,2,6,1,Commerce,Animator,AI Engineer,UI/UX Designer
0,0,1,0,0,9,6,8,9,8,7,8,1,Commerce,Animator,Graphic Designer,Marketing Manager
0,0,1,0,0,4,4,4,9,9,8,4,0,Arts,Animator,Psychiatrist,Lawyer
0,0,1,0,0,7,4,3,4,7,4,8,0,Science,Animator,Corporate Lawyer,Radiologist
0,0,1,0,0,10,4,5,5,9,6,9,0,Commerce,Animator,Public Prosecutor,AI Engineer
0,0,1,0,0,9,6,8,7,5,5,10,1,Science,Animator,Psychiatrist,Animator
0,0,1,0,0,6,7,3,5,7,10,5,1,Arts,Animator,Graphic Designer,Psychiatrist
0,0,1,0,0,4,3,9,9,6,4,6,1,Arts,Animator,Data Scientist,Accountant
0,0,1,0,0,5,5,10,7,3,3,10,1,Commerce,Animator,Radiologist,Author
0,0,1,0,0,5,7,4,3,8,2,4,0,Science,Animator,Legal Advisor,Business Analyst
0,0,1,0,0,7,4,4,10,4,9,9,0,Science,Animator,Radiologist,Product Designer
0,0,1,0,0,10,6,4,9,8,7,3,1,Arts,Animator,Animator,Business Analyst
0,0,1,0,0,10,9,8,7,6,4,3,1,Science,Animator,Fashion Designer,Doctor
0,0,1,0,0,7,8,10,7,7,4,4,1,Science,Animator,Cardiologist,Business Analyst
0,0,1,0,0,8,4,5,8,9,7,9,0,Arts,Animator,Cloud Engineer,Content Writer
0,0,1,0,0,6,3,9,3,3,6,2,0,Science,Animator,Data Scientist,Marketing Manager
0,0,1,0,0,5,3,6,10,7,4,7,1,Arts,Animator,Radiologist,Psychiatrist
0,0,1,0,0,5,4,3,7,3,2,1,0,Arts,Animator,Legal Advisor,UI/UX Designer
0,0,1,0,0,7,5,3,5,3,7,10,1,Commerce,Animator,Physiotherapist,Graphic Designer
0,0,1,0,0,9,4,6,5,7,8,8,0,Science,Animator,Editor,Graphic Designer
0,0,1,0,0,5,9,4,6,9,7,3,1,Commerce,Animator,UI/UX Designer,Corporate Lawyer
0,0,1,0,0,8,3,3,10,3,9,3,0,Arts,Animator,Physiotherapist,Legal Advisor
0,0,1,0,0,4,4,5,6,3,5,4,1,Commerce,Animator,Cloud Engineer,Data Scientist
0,0,1,0,0,8,5,10,4,4,9,8,1,Science,Animator,Graphic Designer,Physiotherapist
0,0,1,0,0,5,7,4,3,7,8,1,0,Arts,Animator,Surgeon,Fashion Designer
0,0,1,0,0,3,3,9,8,4,9,9,0,Science,Animator,Marketing Manager,Nurse
0,0,1,0,0,10,6,4,4,6,2,10,0,Science,Animator,Corporate Lawyer,Dentist
0,0,1,0,0,4,9,5,3,5,9,9,0,Arts,Animator,Doctor,Lawyer
0,0,1,0,0,3,5,5,4,7,4,9,0,Arts,Animator,Surgeon,Business Analyst
0,0,1,0,0,3,6,8,3,10,7,6,0,Commerce,Animator,Public Prosecutor,Entrepreneur
0,0,1,0,0,8,10,5,9,4,1,3,1,Arts,Animator,Corporate Lawyer,Physiotherapist
0,0,1,0,0,8,4,3,9,8,3,5,1,Commerce,Animator,Fashion Designer,Entrepreneur
0,0,1,0,0,7,4,8,3,8,8,1,1,Commerce,Fashion Designer,Surgeon,Lawyer
0,0,1,0,0,6,7,4,10,8,7,6,0,Science,Fashion Designer,Cybersecurity Analyst,Manager
0,0,1,0,0,7,9,4,10,4,10,8,1,Commerce,Fashion Designer,Corporate Lawyer,Software Engineer
0,0,1,0,0,10,6,6,10,9,4,8,0,Arts,Fashion Designer,Corporate Lawyer,Surgeon
0,0,1,0,0,7,9,9,9,9,8,5,0,Commerce,Fashion Designer,Software Engineer,Business Analyst
0,0,1,0,0,5,10,8,5,6,2,8,1,Arts,Fashion Designer,Fashion Designer,Cloud Engineer
0,0,1,0,0,5,8,3,5,10,3,5,1,Commerce,Fashion Designer,Business Analyst,Editor
0,0,1,0,0,5,3,4,9,5,3,1,1,Arts,Fashion Designer,Surgeon,Animator
0,0,1,0,0,7,3,6,4,7,6,1,1,Science,Fashion Designer,Surgeon,Fashion Designer
0,0,1,0,0,7,9,8,3,9,3,8,1,Commerce,Fashion Designer,Neurologist,Animator
0,0,1,0,0,6,8,7,4,8,8,2,0,Arts,Fashion Designer,Public Prosecutor,Cybersecurity Analyst
0,0,1,0,0,9,10,8,6,4,2,8,0,Arts,Fashion Designer,Web Developer,Editor
0,0,1,0,0,10,5,10,5,3,10,6,0,Commerce,Fashion Designer,Copywriter,Public Prosecutor
0,0,1,0,0,7,3,5,9,5,4,5,0,Commerce,Fashion Designer,Fashion Designer,Radiologist
0,0,1,0,0,7,10,3,8,5,10,1,1,Science,Fashion Designer,Marketing Manager,Pharmacist
0,0,1,0,0,7,3,5,10,6,5,8,0,Science,Fashion Designer,UI/UX Designer,Journalist
0,0,1,0,0,3,8,3,9,3,10,4,0,Arts,Fashion Designer,Animator,Business Analyst
0,0,1,0,0,3,8,4,5,3,6,5,1,Science,Fashion Designer,Cybersecurity Analyst,Surgeon
0,0,1,0,0,8,4,5,3,10,2,1,0,Science,Fashion Designer,Manager,Pharmacist
0,0,1,0,0,9,9,7,10,3,5,1,1,Science,Fashion Designer,Neurologist,Accountant
0,0,1,0,0,7,3,7,7,7,8,2,0,Science,Fashion Designer,Web Developer,Radiologist
0,0,1,0,0,9,4,3,10,9,4,10,1,Science,Fashion Designer,Surgeon,Cardiologist
0,0,1,0,0,5,8,5,9,5,1,6,1,Commerce,Fashion Designer,Author,Dentist
0,0,1,0,0,10,5,6,8,9,1,1,0,Commerce,Fashion Designer,Lawyer,Cloud Engineer
0,0,1,0,0,9,5,4,8,5,5,10,1,Science,Fashion Designer,Cardiologist,Fashion Designer
0,0,1,0,0,10,7,7,7,6,10,1,1,Commerce,Fashion Designer,Legal Advisor,Cloud Engineer
0,0,1,0,0,5,9,9,6,3,3,5,1,Arts,Fashion Designer,Animator,UI/UX Designer
0,0,1,0,0,3,9,4,5,3,3,3,1,Science,Fashion Designer,AI Engineer,Accountant
0,0,1,0,0,4,5,9,6,8,6,1,1,Arts,Fashion Designer,Web Developer,UI/UX Designer
0,0,1,0,0,10,3,8,5,6,2,5,1,Arts,Fashion Designer,Accountant,Cybersecurity Analyst
0,0,1,0,0,3,3,9,10,8,1,1,0,Arts,Fashion Designer,Content Writer,Nurse
0,0,1,0,0,10,6,4,10,6,2,6,0,Science,Fashion Designer,Copywriter,UI/UX Designer
0,0,1,0,0,7,10,3,8,3,4,4,1,Science,Fashion Designer,Pharmacist,Journalist
0,0,1,0,0,9,4,5,5,3,6,1,0,Arts,Fashion Designer,Journalist,Accountant
0,0,1,0,0,10,5,5,5,6,9,5,1,Arts,Fashion Designer,Entrepreneur,AI Engineer
0,0,1,0,0,7,4,6,4,4,10,8,0,Arts,Fashion Designer,Pharmacist,Entrepreneur
0,0,1,0,0,6,3,7,7,7,8,9,1,Commerce,Fashion Designer,Radiologist,Pharmacist
0,0,1,0,0,3,7,7,4,10,9,1,0,Commerce,Fashion Designer,Journalist,Surgeon
0,0,1,0,0,4,9,3,9,6,3,3,1,Commerce,Fashion Designer,Editor,Legal Advisor
0,0,1,0,0,7,4,10,6,4,2,1,1,Arts,Fashion Designer,AI Engineer,Physiotherapist
0,0,1,0,0,5,6,6,4,6,4,2,1,Arts,Fashion Designer,Journalist,Product Designer
0,0,1,0,0,10,7,9,10,4,1,3,0,Science,Fashion Designer,Content Writer,Author
0,0,1,0,0,4,7,7,10,8,7,4,1,Science,Fashion Designer,Content Writer,Fashion Designer
0,0,1,0,0,4,8,8,7,8,5,2,1,Science,Fashion Designer,Surgeon,Entrepreneur
0,0,1,0,0,3,9,10,9,8,7,10,1,Arts,Fashion Designer,Software Engineer,Dentist
0,0,1,0,0,9,8,8,5,9,4,4,1,Arts,Fashion Designer,Doctor,Data Scientist
0,0,1,0,0,8,6,8,4,9,1,9,0,Science,Fashion Designer,Marketing Manager,Author
0,0,1,0,0,5,7,5,5,6,2,1,1,Arts,Fashion Designer,Corporate Lawyer,Surgeon
0,0,1,0,0,8,8,9,8,5,10,5,1,Science,Fashion Designer,Web Developer,Lawyer
0,0,1,0,0,7,4,10,9,4,9,6,0,Science,Fashion Designer,Animator,Dentist
0,0,1,0,0,3,9,9,8,8,8,8,0,Arts,Fashion Designer,Software Engineer,Marketing Manager
0,0,1,0,0,8,8,4,4,10,7,4,1,Arts,Fashion Designer,Corporate Lawyer,Graphic Designer
0,0,1,0,0,9,3,7,5,8,10,9,1,Commerce,Fashion Designer,Physiotherapist,Legal Advisor
0,0,1,0,0,4,7,9,10,4,10,2,1,Arts,Fashion Designer,Judge,Entrepreneur
0,0,1,0,0,9,8,6,5,5,7,7,1,Arts,Fashion Designer,Author,AI Engineer
0,0,1,0,0,7,10,7,4,4,8,4,1,Commerce,Fashion Designer,Cloud Engineer,Graphic Designer
0,0,1,0,0,8,9,3,3,7,3,9,0,Commerce,Fashion Designer,Content Writer,UI/UX Designer
0,0,1,0,0,6,8,10,3,4,6,10,0,Science,Fashion Designer,Public Prosecutor,Judge
0,0,1,0,0,3,8,5,10,9,2,2,1,Commerce,Fashion Designer,Marketing Manager,Surgeon
0,0,1,0,0,10,7,3,8,10,5,5,1,Commerce,Fashion Designer,AI Engineer,Author
0,1,0,0,0,9,10,8,7,4,7,8,0,Commerce,Content Writer,Cloud Engineer,Psychiatrist
0,1,0,0,0,9,6,6,5,5,5,2,0,Science,Content Writer,Marketing Manager,Pharmacist
0,1,0,0,0,3,4,7,9,3,1,4,0,Arts,Content Writer,Dentist,Cloud Engineer
0,1,0,0,0,3,9,9,9,10,1,3,1,Commerce,Content Writer,Entrepreneur,UI/UX Designer
0,1,0,0,0,7,10,7,4,7,9,5,1,Arts,Content Writer,Business Analyst,Journalist
0,1,0,0,0,7,3,9,9,6,5,1,0,Arts,Content Writer,Radiologist,Product Designer
0,1,0,0,0,9,8,3,5,10,6,5,0,Commerce,Content Writer,Public Prosecutor,Dentist
0,1,0,0,0,7,5,8,4,3,6,5,0,Arts,Content Writer,Doctor,Cloud Engineer
0,1,0,0,0,8,8,8,5,4,8,2,1,Commerce,Content Writer,Web Developer,Entrepreneur
0,1,0,0,0,9,4,10,7,4,6,10,0,Arts,Content Writer,Legal Advisor,Web Developer
0,1,0,0,0,8,3,10,5,4,2,8,0,Commerce,Content Writer,Graphic Designer,Nurse
0,1,0,0,0,10,4,4,5,3,1,6,0,Science,Content Writer,Editor,Entrepreneur
0,1,0,0,0,10,8,7,3,9,3,9,0,Arts,Content Writer,Pharmacist,Accountant
0,1,0,0,0,7,8,6,7,4,6,8,1,Science,Content Writer,Cardiologist,Content Writer
0,1,0,0,0,4,6,9,6,9,8,2,0,Arts,Content Writer,Entrepreneur,Pharmacist
0,1,0,0,0,9,5,5,3,3,5,8,1,Science,Content Writer,Business Analyst,Dentist
0,1,0,0,0,9,3,5,7,4,1,7,1,Arts,Content Writer,Legal Advisor,Fashion Designer
0,1,0,0,0,8,9,7,4,10,1,10,0,Arts,Content Writer,Graphic Designer,Copywriter
0,1,0,0,0,7,6,8,3,3,6,4,0,Arts,Content Writer,Fashion Designer,Pharmacist
0,1,0,0,0,6,6,10,5,7,8,4,1,Commerce,Content Writer,Author,Dentist
0,1,0,0,0,6,5,10,9,8,1,2,1,Science,Content Writer,AI Engineer,Software Engineer
0,1,0,0,0,5,8,6,9,5,1,5,0,Science,Content Writer,Nurse,Business Analyst
0,1,0,0,0,4,3,9,5,10,3,4,1,Commerce,Content Writer,Surgeon,Radiologist
0,1,0,0,0,6,6,5,10,4,7,9,1,Science,Content Writer,Content Writer,Psychiatrist
0,1,0,0,0,10,8,10,8,7,5,1,1,Science,Content Writer,Psychiatrist,Graphic Designer
0,1,0,0,0,9,9,10,5,9,1,5,0,Science,Content Writer,AI Engineer,Animator
0,1,0,0,0,10,9,6,6,9,10,9,0,Commerce,Content Writer,Judge,Nurse
0,1,0,0,0,7,5,7,7,7,10,7,1,Arts,Content Writer,Nurse,Journalist
0,1,0,0,0,10,3,7,7,7,10,1,0,Commerce,Content Writer,Editor,Lawyer
0,1,0,0,0,9,4,8,7,6,6,5,0,Arts,Content Writer,Data Scientist,Web Developer
0,1,0,0,0,4,3,10,9,9,10,3,0,Commerce,Content Writer,Data Scientist,Editor
0,1,0,0,0,10,8,3,8,5,7,3,0,Commerce,Content Writer,Cybersecurity Analyst,Doctor
0,1,0,0,0,4,9,3,7,7,8,10,0,Arts,Content Writer,Author,Neurologist
0,1,0,0,0,4,9,10,10,9,4,6,1,Science,Content Writer,Cloud Engineer,Judge
0,1,0,0,0,10,5,6,10,8,7,6,1,Commerce,Content Writer,Radiologist,Nurse
0,1,0,0,0,4,8,6,10,7,3,2,0,Science,Content Writer,Radiologist,Marketing Manager
0,1,0,0,0,5,5,4,9,10,6,1,1,Science,Content Writer,Manager,Journalist
0,1,0,0,0,5,7,9,10,3,9,5,1,Arts,Content Writer,Editor,UI/UX Designer
0,1,0,0,0,6,8,7,9,3,4,5,0,Commerce,Content Writer,Author,Doctor
0,1,0,0,0,7,9,10,8,5,9,6,1,Commerce,Content Writer,Animator,Judge
0,1,0,0,0,3,7,7,4,9,7,1,0,Commerce,Content Writer,Editor,Lawyer
0,1,0,0,0,10,6,3,9,8,1,7,0,Arts,Content Writer,Journalist,Legal Advisor
0,1,0,0,0,9,6,4,5,4,5,9,0,Commerce,Content Writer,Corporate Lawyer,Marketing Manager
0,1,0,0,0,5,9,4,5,3,10,4,1,Arts,Content Writer,AI Engineer,Corporate Lawyer
0,1,0,0,0,6,7,8,4,9,6,5,0,Science,Content Writer,Surgeon,Corporate Lawyer
0,1,0,0,0,6,10,5,4,10,8,6,0,Science,Content Writer,Content Writer,Judge
0,1,0,0,0,5,8,7,10,7,2,1,1,Arts,Content Writer,Editor,Web Developer
0,1,0,0,0,7,5,3,3,5,7,6,0,Science,Content Writer,Radiologist,Marketing Manager
0,1,0,0,0,8,6,6,10,9,10,1,0,Commerce,Content Writer,Cloud Engineer,Web Developer
0,1,0,0,0,7,5,5,5,7,1,5,1,Arts,Content Writer,Content Writer,Fashion Designer
0,1,0,0,0,5,5,6,10,7,2,3,1,Commerce,Content Writer,Animator,Data Scientist
0,1,0,0,0,9,6,8,10,3,2,6,0,Arts,Content Writer,Judge,Legal Advisor
0,1,0,0,0,10,9,5,7,9,8,7,0,Commerce,Content Writer,Business Analyst,Copywriter
0,1,0,0,0,5,8,3,10,6,10,9,1,Arts,Content Writer,Cloud Engineer,Marketing Manager
0,1,0,0,0,6,4,5,6,3,7,4,0,Commerce,Content Writer,Fashion Designer,Content Writer
0,1,0,0,0,9,6,10,10,6,2,7,1,Commerce,Content Writer,Software Engineer,Manager
0,1,0,0,0,3,3,10,9,9,10,2,1,Commerce,Content Writer,Web Developer,Doctor
0,1,0,0,0,5,3,8,3,3,4,7,1,Science,Content Writer,Graphic Designer,Data Scientist
0,1,0,0,0,7,8,6,7,5,5,4,1,Commerce,Content Writer,UI/UX Designer,Nurse
0,1,0,0,0,4,9,8,8,3,9,7,1,Science,Content Writer,Marketing Manager,Radiologist
0,1,0,0,0,7,4,3,3,5,7,6,0,Science,Journalist,Software Engineer,Copywriter
0,1,0,0,0,4,4,4,4,10,3,3,1,Science,Journalist,Animator,Web Developer
0,1,0,0,0,6,4,6,7,8,3,4,0,Commerce,Journalist,Marketing Manager,Nurse
0,1,0,0,0,6,5,10,10,8,8,7,1,Commerce,Journalist,Graphic Designer,Copywriter
0,1,0,0,0,9,5,10,3,9,10,3,1,Arts,Journalist,Editor,Public Prosecutor
0,1,0,0,0,7,8,7,5,9,9,1,1,Commerce,Journalist,Cloud Engineer,Business Analyst
0,1,0,0,0,3,6,8,4,3,1,6,0,Commerce,Journalist,Data Scientist,Manager
0,1,0,0,0,5,5,7,9,5,7,2,0,Arts,Journalist,Fashion Designer,Surgeon
0,1,0,0,0,7,8,7,8,3,6,9,1,Arts,Journalist,Business Analyst,Product Designer
0,1,0,0,0,7,4,5,7,9,2,8,0,Arts,Journalist,Accountant,Data Scientist
0,1,0,0,0,5,6,4,6,9,10,10,0,Science,Journalist,Cardiologist,Legal Advisor
0,1,0,0,0,5,7,10,3,7,7,6,1,Arts,Journalist,Data Scientist,Corporate Lawyer
0,1,0,0,0,10,3,10,3,3,5,2,1,Arts,Journalist,Surgeon,AI Engineer
0,1,0,0,0,6,3,8,8,6,10,4,1,Commerce,Journalist,Neurologist,Dentist
0,1,0,0,0,7,7,9,5,10,10,5,0,Arts,Journalist,Doctor,Physiotherapist
0,1,0,0,0,7,4,3,8,4,7,5,1,Science,Journalist,Pharmacist,Lawyer
0,1,0,0,0,8,7,9,9,9,10,10,0,Commerce,Journalist,Software Engineer,Surgeon
0,1,0,0,0,6,4,3,4,3,1,10,0,Science,Journalist,Accountant,Doctor
0,1,0,0,0,9,7,10,6,9,3,4,1,Science,Journalist,Manager,UI/UX Designer
0,1,0,0,0,10,3,8,9,4,1,5,1,Science,Journalist,Copywriter,Graphic Designer
0,1,0,0,0,4,6,6,4,5,9,9,1,Science,Journalist,Surgeon,Animator
0,1,0,0,0,7,4,10,5,8,10,3,0,Commerce,Journalist,Fashion Designer,Graphic Designer
0,1,0,0,0,3,10,9,4,9,4,5,1,Arts,Journalist,Web Developer,Radiologist
0,1,0,0,0,7,5,6,3,10,1,3,1,Commerce,Journalist,Graphic Designer,Pharmacist
0,1,0,0,0,9,10,3,7,4,10,2,0,Science,Journalist,Cloud Engineer,Content Writer
0,1,0,0,0,6,10,10,5,8,8,10,0,Arts,Journalist,Data Scientist,Pharmacist
0,1,0,0,0,7,4,4,7,3,5,8,1,Commerce,Journalist,Nurse,Surgeon
0,1,0,0,0,10,4,5,9,7,8,9,1,Arts,Journalist,Journalist,Entrepreneur
0,1,0,0,0,5,6,8,6,4,4,10,1,Commerce,Journalist,AI Engineer,Software Engineer
0,1,0,0,0,6,3,6,7,8,2,1,1,Science,Journalist,Content Writer,Legal Advisor
0,1,0,0,0,7,7,10,5,9,7,2,0,Arts,Journalist,Dentist,Radiologist
0,1,0,0,0,8,7,9,5,4,4,9,1,Arts,Journalist,Entrepreneur,Editor
0,1,0,0,0,9,7,8,5,8,3,9,1,Science,Journalist,Fashion Designer,AI Engineer
0,1,0,0,0,6,6,8,7,3,10,8,1,Arts,Journalist,Graphic Designer,Public Prosecutor
0,1,0,0,0,10,8,8,5,9,8,10,1,Science,Journalist,Doctor,Content Writer
0,1,0,0,0,4,3,9,6,8,7,6,1,Commerce,Journalist,Corporate Lawyer,Manager
0,1,0,0,0,9,6,9,4,3,3,6,1,Commerce,Journalist,Author,Lawyer
0,1,0,0,0,6,7,8,4,8,9,5,1,Commerce,Journalist,Cardiologist,Nurse
0,1,0,0,0,5,4,6,3,4,4,9,1,Commerce,Journalist,Judge,Dentist
0,1,0,0,0,9,3,3,8,8,9,3,1,Arts,Journalist,Cybersecurity Analyst,Software Engineer
0,1,0,0,0,6,7,3,9,10,6,1,0,Commerce,Journalist,Lawyer,Cybersecurity Analyst
0,1,0,0,0,7,6,3,4,7,9,8,1,Science,Journalist,Copywriter,Product Designer
0,1,0,0,0,10,10,3,5,5,7,9,1,Commerce,Journalist,Editor,Judge
0,1,0,0,0,8,9,9,4,3,9,7,1,Arts,Journalist,Surgeon,AI Engineer
0,1,0,0,0,9,4,6,7,10,2,6,1,Arts,Journalist,Pharmacist,Editor
0,1,0,0,0,4,4,10,10,3,5,4,0,Arts,Journalist,Neurologist,Legal Advisor
0,1,0,0,0,7,10,7,6,7,4,8,1,Commerce,Journalist,Legal Advisor,Public Prosecutor
0,1,0,0,0,6,4,4,8,3,5,4,1,Commerce,Journalist,Pharmacist,Graphic Designer
0,1,0,0,0,5,5,9,10,8,9,5,1,Commerce,Journalist,Nurse,Judge
0,1,0,0,0,3,6,7,8,4,6,9,1,Arts,Journalist,Doctor,Cybersecurity Analyst
0,1,0,0,0,4,9,7,9,6,6,6,1,Science,Journalist,Physiotherapist,Radiologist
0,1,0,0,0,4,3,7,9,9,10,6,1,Commerce,Journalist,Copywriter,AI Engineer
0,1,0,0,0,3,7,9,4,5,4,2,0,Arts,Journalist,Lawyer,Fashion Designer
0,1,0,0,0,3,6,8,9,3,5,5,1,Science,Journalist,Radiologist,Doctor
0,1,0,0,0,10,9,6,9,9,3,6,1,Arts,Journalist,Radiologist,Fashion Designer
0,1,0,0,0,5,5,9,7,6,4,7,0,Arts,Journalist,Animator,Manager
0,1,0,0,0,10,3,6,8,4,10,5,1,Arts,Journalist,Manager,Neurologist
0,1,0,0,0,9,5,4,4,3,1,9,1,Arts,Journalist,Software Engineer,Judge
0,1,0,0,0,7,4,6,4,6,8,7,1,Arts,Journalist,Product Designer,Doctor
0,1,0,0,0,10,6,3,6,10,5,2,0,Science,Journalist,Content Writer,Physiotherapist
0,1,0,0,0,9,4,6,7,5,7,7,1,Science,Author,Software Engineer,Product Designer
0,1,0,0,0,10,5,7,4,7,7,5,1,Commerce,Author,Legal Advisor,Lawyer
0,1,0,0,0,3,5,4,9,6,1,6,0,Commerce,Author,Author,Cloud Engineer
0,1,0,0,0,8,9,7,8,6,7,2,0,Arts,Author,Pharmacist,Editor
0,1,0,0,0,10,4,7,7,3,1,4,1,Science,Author,Copywriter,AI Engineer
0,1,0,0,0,9,3,6,5,4,7,7,1,Commerce,Author,Author,UI/UX Designer
0,1,0,0,0,10,7,4,9,5,7,10,0,Arts,Author,Entrepreneur,AI Engineer
0,1,0,0,0,3,3,10,6,10,1,3,1,Commerce,Author,Legal Advisor,Animator
0,1,0,0,0,10,7,7,8,8,7,8,0,Arts,Author,Radiologist,Pharmacist
0,1,0,0,0,9,8,7,5,7,4,9,1,Science,Author,Content Writer,Cybersecurity Analyst
0,1,0,0,0,6,4,6,9,8,1,8,0,Arts,Author,Fashion Designer,Graphic Designer
0,1,0,0,0,6,8,7,3,6,8,1,0,Arts,Author,UI/UX Designer,Copywriter
0,1,0,0,0,4,7,6,10,10,7,10,1,Science,Author,Nurse,Animator
0,1,0,0,0,7,4,6,9,7,3,10,1,Arts,Author,Accountant,AI Engineer
0,1,0,0,0,9,8,9,10,9,8,2,1,Science,Author,Content Writer,Radiologist
0,1,0,0,0,7,10,3,6,5,4,4,1,Arts,Author,Dentist,Cloud Engineer
0,1,0,0,0,10,6,8,4,6,9,3,0,Arts,Author,Cybersecurity Analyst,Psychiatrist
0,1,0,0,0,10,5,9,4,9,6,9,0,Science,Author,Marketing Manager,Surgeon
0,1,0,0,0,3,3,9,7,9,3,7,1,Science,Author,Animator,Data Scientist
0,1,0,0,0,6,7,6,8,6,6,4,1,Arts,Author,Judge,Nurse
